"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.792","sim793","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","DISIDORE AMELIA","172.7785","1","3"
"data.793","sim794","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","CAREY JADE","172.7785","1","3"
"data.794","sim795","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","CAREY JADE","172.072","1","3"
"data.795","sim796","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","SUMANASEKERA TIANA","173.36725","1","3"
"data.796","sim797","JONES SHILESE","MCCLAIN KONNOR","BILES SIMONE","BLAKELY SKYE","MILLER ZOE","172.73925","1","3"
"data.797","sim798","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","BLAKELY SKYE","CHILES JORDAN","171.24775","1","3"
"data.798","sim799","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","173.05325","1","3"
"data.799","sim800","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","173.956","1","3"
"data.800","sim801","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CHILES JORDAN","175.2905","1","3"
"data.801","sim802","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","BLAKELY SKYE","WONG LEANNE","173.956","1","3"
"data.802","sim803","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","173.8775","1","3"
"data.803","sim804","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MATTHEWS NOLA","172.6215","1","3"
"data.804","sim805","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","MATTHEWS NOLA","171.3655","1","3"
"data.805","sim806","BILES SIMONE","SUMANASEKERA TIANA","LINCOLN KALIYA","JONES SHILESE","WONG LEANNE","172.7","1","3"
"data.806","sim807","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","JONES SHILESE","171.87575","1","3"
"data.807","sim808","BILES SIMONE","WONG LEANNE","CAREY JADE","BLAKELY SKYE","JONES SHILESE","173.52425","1","3"
"data.808","sim809","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","172.58225","1","3"
"data.809","sim810","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","CAREY JADE","172.73925","1","3"
"data.810","sim811","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","171.64025","1","3"
"data.811","sim812","BILES SIMONE","ROBERSON JOSCELYN","LINCOLN KALIYA","MILLER ZOE","BLAKELY SKYE","173.91675","1","3"
"data.812","sim813","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","LINCOLN KALIYA","SUMANASEKERA TIANA","174.0345","1","3"
"data.813","sim814","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","ROBERSON JOSCELYN","173.485","1","3"
"data.814","sim815","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","172.1505","1","3"
"data.815","sim816","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","ROBERSON JOSCELYN","174.23075","1","3"
"data.816","sim817","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","JONES SHILESE","173.52425","1","3"
"data.817","sim818","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","JONES SHILESE","173.68125","1","3"
"data.818","sim819","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","CHILES JORDAN","173.956","1","3"
"data.819","sim820","BILES SIMONE","BLAKELY SKYE","CAREY JADE","MILLER ZOE","JONES SHILESE","172.7","1","3"
"data.820","sim821","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","JONG KATELYN","175.09425","1","3"
"data.821","sim822","BILES SIMONE","MCCLAIN KONNOR","BOOTH CHARLOTTE","JONES SHILESE","CAREY JADE","172.73925","1","3"
"data.822","sim823","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","WONG LEANNE","173.014","1","3"
"data.823","sim824","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","172.229","1","3"
"data.824","sim825","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","172.7785","1","3"
"data.825","sim826","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","MILLER ZOE","174.15225","1","3"
"data.826","sim827","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","WONG LEANNE","173.956","1","3"
"data.827","sim828","BILES SIMONE","BLAKELY SKYE","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","173.13175","1","3"
"data.828","sim829","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","171.40475","1","3"
"data.829","sim830","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","173.328","1","3"
"data.830","sim831","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","WONG LEANNE","172.97475","1","3"
"data.831","sim832","BLAKELY SKYE","MCCLAIN KONNOR","BILES SIMONE","CHILES JORDAN","JONES SHILESE","173.52425","1","3"
"data.832","sim833","BILES SIMONE","LINCOLN KALIYA","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","171.24775","1","3"
"data.833","sim834","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","174.85875","1","3"
"data.834","sim835","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","173.05325","1","3"
"data.835","sim836","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","175.17275","1","3"
"data.836","sim837","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","CHILES JORDAN","173.28875","1","3"
"data.837","sim838","BILES SIMONE","MCCLAIN KONNOR","BLAKELY SKYE","JONES SHILESE","CAREY JADE","174.0345","1","3"
"data.838","sim839","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","171.9935","1","3"
"data.839","sim840","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","172.1505","1","3"
"data.840","sim841","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","CAREY JADE","172.543","1","3"
"data.841","sim842","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","ROBERSON JOSCELYN","CHILES JORDAN","173.05325","1","3"
"data.842","sim843","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","BLAKELY SKYE","172.7785","1","3"
"data.843","sim844","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","BLAKELY SKYE","174.23075","1","3"
"data.844","sim845","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","171.3655","1","3"
"data.845","sim846","BILES SIMONE","CHILES JORDAN","ROBERSON JOSCELYN","BLAKELY SKYE","JONES SHILESE","173.956","1","3"
"data.846","sim847","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","CHILES JORDAN","JONES SHILESE","174.54475","1","3"
"data.847","sim848","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","CHILES JORDAN","SUMANASEKERA TIANA","172.18975","1","3"
"data.848","sim849","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","173.75975","1","3"
"data.849","sim850","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","172.50375","1","3"
"data.850","sim851","BILES SIMONE","SUMANASEKERA TIANA","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","173.68125","1","3"
"data.851","sim852","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","172.18975","1","3"
"data.852","sim853","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","173.7205","1","3"
"data.853","sim854","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","172.18975","1","3"
"data.854","sim855","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","173.014","1","3"
"data.855","sim856","BILES SIMONE","JONES SHILESE","CAREY JADE","WONG LEANNE","LINCOLN KALIYA","174.27","1","3"
"data.856","sim857","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","174.1915","1","3"
"data.857","sim858","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","174.62325","1","3"
"data.858","sim859","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","BLAKELY SKYE","173.7205","1","3"
"data.859","sim860","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","LINCOLN KALIYA","BOOTH CHARLOTTE","173.014","1","3"
"data.860","sim861","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","CAREY JADE","173.28875","1","3"
"data.861","sim862","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.85875","1","3"
"data.862","sim863","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","WONG LEANNE","JONES SHILESE","173.956","1","3"
"data.863","sim864","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","173.956","1","3"
"data.864","sim865","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","BLAKELY SKYE","MILLER ZOE","174.8195","1","3"
"data.865","sim866","BILES SIMONE","MCCLAIN KONNOR","MILLER ZOE","WONG LEANNE","CAREY JADE","172.7","1","3"
"data.866","sim867","BILES SIMONE","MCCLAIN KONNOR","MILLER ZOE","CAREY JADE","JONES SHILESE","173.91675","1","3"
"data.867","sim868","BILES SIMONE","MCCLAIN KONNOR","BLAKELY SKYE","LINCOLN KALIYA","MILLER ZOE","172.03275","1","3"
"data.868","sim869","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","JONES SHILESE","174.113","1","3"
"data.869","sim870","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","173.91675","1","3"
"data.870","sim871","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","SUMANASEKERA TIANA","174.427","1","3"
"data.871","sim872","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","CHILES JORDAN","JONES SHILESE","171.71875","1","3"
"data.872","sim873","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","MATTHEWS NOLA","WONG LEANNE","170.85525","1","3"
"data.873","sim874","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","174.584","1","3"
"data.874","sim875","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","170.031","1","3"
"data.875","sim876","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","ROBERSON JOSCELYN","BLAKELY SKYE","171.915","1","3"
"data.876","sim877","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","173.91675","1","3"
"data.877","sim878","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","172.6215","1","3"
"data.878","sim879","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","173.36725","1","3"
"data.879","sim880","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.36725","1","3"
"data.880","sim881","BILES SIMONE","MATTHEWS NOLA","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","172.7785","1","3"
"data.881","sim882","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","173.171","1","3"
"data.882","sim883","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","CHILES JORDAN","MILLER ZOE","172.7785","1","3"
"data.883","sim884","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","DISIDORE AMELIA","173.83825","1","3"
"data.884","sim885","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","BLAKELY SKYE","174.07375","1","3"
"data.885","sim886","BILES SIMONE","BLAKELY SKYE","CHILES JORDAN","ROBERSON JOSCELYN","CAREY JADE","172.89625","1","3"
"data.886","sim887","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.85875","1","3"
"data.887","sim888","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","CHILES JORDAN","MATTHEWS NOLA","171.40475","1","3"
"data.888","sim889","BILES SIMONE","BLAKELY SKYE","CAREY JADE","JONES SHILESE","ROBERSON JOSCELYN","174.3485","1","3"
"data.889","sim890","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","BLAKELY SKYE","171.6795","1","3"
"data.890","sim891","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","MATTHEWS NOLA","173.36725","1","3"
"data.891","sim892","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","LINCOLN KALIYA","WONG LEANNE","172.386","1","3"
"data.892","sim893","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","CAREY JADE","174.3485","1","3"
"data.893","sim894","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","WALKER PAITYN","172.66075","1","3"
"data.894","sim895","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","172.81775","1","3"
"data.895","sim896","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","172.1505","1","3"
"data.896","sim897","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","ZEISS LEXI","172.18975","1","3"
"data.897","sim898","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","173.0925","1","3"
"data.898","sim899","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","SUMANASEKERA TIANA","174.741","1","3"
"data.899","sim900","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","BLAKELY SKYE","172.229","1","3"
"data.900","sim901","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","CHILES JORDAN","JONES SHILESE","172.26825","1","3"
"data.901","sim902","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","172.9355","1","3"
"data.902","sim903","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","174.93725","1","3"
"data.903","sim904","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONG KATELYN","JONES SHILESE","172.543","1","3"
"data.904","sim905","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","JONES SHILESE","174.584","1","3"
"data.905","sim906","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","173.171","1","3"
"data.906","sim907","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MATTHEWS NOLA","173.4065","1","3"
"data.907","sim908","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","173.485","1","3"
"data.908","sim909","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","174.1915","1","3"
"data.909","sim910","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","LINCOLN KALIYA","172.73925","1","3"
"data.910","sim911","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","JONES SHILESE","172.34675","1","3"
"data.911","sim912","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","JONES SHILESE","173.83825","1","3"
"data.912","sim913","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","DISIDORE AMELIA","171.758","1","3"
"data.913","sim914","BILES SIMONE","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","CAREY JADE","172.89625","1","3"
"data.914","sim915","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CAREY JADE","172.7","1","3"
"data.915","sim916","BILES SIMONE","BLAKELY SKYE","CAREY JADE","LEW MYLI","ZEISS LEXI","171.01225","1","3"
"data.916","sim917","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.4065","1","3"
"data.917","sim918","BILES SIMONE","BLAKELY SKYE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","172.4645","1","3"
"data.918","sim919","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","172.58225","1","3"
"data.919","sim920","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","JONES SHILESE","172.072","1","3"
"data.920","sim921","BILES SIMONE","ROBERSON JOSCELYN","CHILES JORDAN","WONG LEANNE","JONES SHILESE","171.13","1","3"
"data.921","sim922","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","171.8365","1","3"
"data.922","sim923","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","173.4065","1","3"
"data.923","sim924","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","172.3075","1","3"
"data.924","sim925","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","MILLER ZOE","172.386","1","3"
"data.925","sim926","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","WONG LEANNE","ROBERSON JOSCELYN","172.58225","1","3"
"data.926","sim927","BILES SIMONE","SUMANASEKERA TIANA","LINCOLN KALIYA","MILLER ZOE","JONES SHILESE","171.758","1","3"
"data.927","sim928","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","JONES SHILESE","173.328","1","3"
"data.928","sim929","BILES SIMONE","LINCOLN KALIYA","WONG LEANNE","CHILES JORDAN","ROBERSON JOSCELYN","171.64025","1","3"
"data.929","sim930","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","BLAKELY SKYE","MILLER ZOE","175.1335","1","3"
"data.930","sim931","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","174.427","1","3"
"data.931","sim932","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","ROBERSON JOSCELYN","171.758","1","3"
"data.932","sim933","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","CAREY JADE","173.014","1","3"
"data.933","sim934","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CAREY JADE","173.642","1","3"
"data.934","sim935","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","WONG LEANNE","JONES SHILESE","173.014","1","3"
"data.935","sim936","BILES SIMONE","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","CAREY JADE","171.79725","1","3"
"data.936","sim937","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","171.6795","1","3"
"data.937","sim938","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","172.11125","1","3"
"data.938","sim939","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CAREY JADE","173.21025","1","3"
"data.939","sim940","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","172.1505","1","3"
"data.940","sim941","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","BLAKELY SKYE","173.60275","1","3"
"data.941","sim942","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","CHILES JORDAN","173.83825","1","3"
"data.942","sim943","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","175.055","1","3"
"data.943","sim944","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","174.07375","1","3"
"data.944","sim945","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CHILES JORDAN","175.1335","1","3"
"data.945","sim946","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","MILLER ZOE","174.584","1","3"
"data.946","sim947","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CHILES JORDAN","171.95425","1","3"
"data.947","sim948","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","173.328","1","3"
"data.948","sim949","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","CHILES JORDAN","172.58225","1","3"
"data.949","sim950","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MUELLER ELLE","174.38775","1","3"
"data.950","sim951","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","MILLER ZOE","172.03275","1","3"
"data.951","sim952","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","174.30925","1","3"
"data.952","sim953","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.6215","1","3"
"data.953","sim954","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","LINCOLN KALIYA","172.97475","1","3"
"data.954","sim955","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","173.171","1","3"
"data.955","sim956","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","WONG LEANNE","173.7205","1","3"
"data.956","sim957","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","JONES SHILESE","174.62325","1","3"
"data.957","sim958","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","ROBERSON JOSCELYN","172.229","1","3"
"data.958","sim959","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","JONES SHILESE","170.659","1","3"
"data.959","sim960","MCCLAIN KONNOR","ROBERSON JOSCELYN","BILES SIMONE","JONES SHILESE","MILLER ZOE","174.07375","1","3"
"data.960","sim961","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LEW MYLI","WONG LEANNE","173.44575","1","3"
"data.961","sim962","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","JONES SHILESE","172.26825","1","3"
"data.962","sim963","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","JONES SHILESE","175.72225","1","3"
"data.963","sim964","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","MUELLER ELLE","172.42525","1","3"
"data.964","sim965","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","MILLER ZOE","171.8365","1","3"
"data.965","sim966","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","173.5635","1","3"
"data.966","sim967","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","172.9355","1","3"
"data.967","sim968","BILES SIMONE","JONES SHILESE","CHILES JORDAN","MILLER ZOE","MCCLAIN KONNOR","171.79725","1","3"
"data.968","sim969","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","173.5635","1","3"
"data.969","sim970","BILES SIMONE","JONES SHILESE","WONG LEANNE","CAREY JADE","LINCOLN KALIYA","173.52425","1","3"
"data.970","sim971","BILES SIMONE","CHILES JORDAN","JONES SHILESE","ROBERSON JOSCELYN","SUMANASEKERA TIANA","173.4065","1","3"
"data.971","sim972","BILES SIMONE","WONG LEANNE","CAREY JADE","JONES SHILESE","MILLER ZOE","173.171","1","3"
"data.972","sim973","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","MATTHEWS NOLA","173.05325","1","3"
"data.973","sim974","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.85875","1","3"
"data.974","sim975","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","174.70175","1","3"
"data.975","sim976","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","173.4065","1","3"
"data.976","sim977","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","BLAKELY SKYE","JONES SHILESE","173.642","1","3"
"data.977","sim978","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CAREY JADE","JONES SHILESE","173.8775","1","3"
"data.978","sim979","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","ROBERSON JOSCELYN","JONES SHILESE","173.014","1","3"
"data.979","sim980","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","LINCOLN KALIYA","JONES SHILESE","175.17275","1","3"
"data.980","sim981","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","174.54475","1","3"
"data.981","sim982","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","BLAKELY SKYE","173.799","1","3"
"data.982","sim983","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","CAREY JADE","173.60275","1","3"
"data.983","sim984","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","172.7785","1","3"
"data.984","sim985","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","172.3075","1","3"
"data.985","sim986","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","174.54475","1","3"
"data.986","sim987","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","CAREY JADE","JONES SHILESE","174.38775","1","3"
"data.987","sim988","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","BLAKELY SKYE","173.75975","1","3"
"data.988","sim989","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","LINCOLN KALIYA","WONG LEANNE","173.28875","1","3"
