"","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","Year","FullName"
"163","m","UZB",2023-05-28,"2023 Varna World Challenge Cup","qual","Varna, Bulgaria","PB",1,5.5,9,0,14.5,"2023","ABDURAKHIMOV RASULJON"
"164","m","UZB",2023-05-28,"2023 Varna World Challenge Cup","qual","Varna, Bulgaria","SR",16,4.1,8.4,0,12.5,"2023","ABDURAKHIMOV RASULJON"
"165","m","GEO",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","FX",104,5.3,6.3,NA,11.6,"2022","ABESADZE SABA"
"166","m","GEO",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","HB",101,3.8,7.266,NA,11.066,"2022","ABESADZE SABA"
"167","m","GEO",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","PB",56,6,7.166,NA,13.166,"2022","ABESADZE SABA"
"168","m","GEO",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","PH",89,3.8,7.7,NA,11.5,"2022","ABESADZE SABA"
"169","m","GEO",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","SR",55,4.7,8.333,NA,13.033,"2022","ABESADZE SABA"
"170","m","GEO",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","VT1",96,5.2,7.966,0.3,12.866,"2022","ABESADZE SABA"
"171","m","GEO",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","FX",27,4.9,7.866,NA,12.766,"2023","ABESADZE SABA"
"172","m","GEO",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PB",21,5.2,7.7,NA,12.9,"2023","ABESADZE SABA"
"173","m","GEO",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","FX",28,5.3,7.733,NA,13.033,"2023","ABESADZE SABA"
"174","m","GEO",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PB",23,5,7.7,NA,12.7,"2023","ABESADZE SABA"
"175","m","GEO",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PH",33,4.7,8.3,NA,13,"2023","ABESADZE SABA"
"176","m","GEO",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","FX",33,5.2,6.533,NA,11.733,"2023","ABESADZE SABA"
"177","m","GEO",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PB",18,5.7,7.166,NA,12.866,"2023","ABESADZE SABA"
"178","m","GEO",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PH",35,4.5,7.766,NA,12.266,"2023","ABESADZE SABA"
"179","m","GEO",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PB",99,4.5,7.566,NA,12.066,"2023","ABESADZE SABA"
"180","m","GEO",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PH",NA,NA,0,NA,NA,"2023","ABESADZE SABA"
"181","m","GEO",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","SR",NA,NA,0,NA,NA,"2023","ABESADZE SABA"
"182","w","SRI",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",36,3.9,5.2,NA,9.1,"2022","ABEYRATNE KUMUDI"
"183","w","SRI",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",39,2.9,4.45,NA,7.35,"2022","ABEYRATNE KUMUDI"
"184","w","SRI",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",39,1.2,4.3,NA,5.5,"2022","ABEYRATNE KUMUDI"
"185","m","INA",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","HB",26,4.9,6.733,NA,11.633,"2023","ABIYURAFI "
"186","m","INA",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PB",29,4.8,6.2,0.3,10.7,"2023","ABIYURAFI "
"187","m","INA",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PH",39,4.5,7,NA,11.5,"2023","ABIYURAFI "
"188","w","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",116,4.6,5.9,NA,10.5,"2022","ABOELHASAN JANA"
"189","w","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",74,4.4,7.866,NA,12.266,"2022","ABOELHASAN JANA"
"190","w","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",113,4.4,6.5,NA,10.9,"2022","ABOELHASAN JANA"
"191","w","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",138,3.2,8.4,NA,11.6,"2022","ABOELHASAN JANA"
"192","w","DOM",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","BB",NA,3.9,6.2,NA,10.1,"2023","ABREU YAMILET"
"193","w","DOM",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","FX",NA,5,7.467,NA,12.367,"2023","ABREU YAMILET"
"194","w","DOM",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","UB",NA,4.5,7.233,NA,11.733,"2023","ABREU YAMILET"
"195","w","DOM",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","VT",NA,4.6,8.067,NA,12.567,"2023","ABREU YAMILET"
"196","m","JOR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","PH",2,6.3,8.566,NA,14.866,"2022","ABU AHMAD"
"197","m","JOR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",8,6.3,8.066,NA,14.366,"2022","ABU AHMAD"
"198","m","JOR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","final","Antwerp, Belgium","PH",3,6.4,8.233,NA,14.633,"2023","ABU AHMAD"
"199","m","JOR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",4,6.4,8.5,NA,14.9,"2023","ABU AHMAD"
"200","m","JOR",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PH",26,5.1,7.7,NA,12.8,"2023","ABU AHMAD"
"201","m","JOR",2023-02-26,"2023 Cottbus World Cup","final","Cottbus, Germany","PH",8,5.5,6.3,NA,11.8,"2023","ABU AHMAD"
"202","m","JOR",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PH",6,5.9,8.7,NA,14.6,"2023","ABU AHMAD"
"203","m","JOR",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PH",16,5.6,8.066,NA,13.666,"2023","ABU AHMAD"
"204","w","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",15,5.7,7.266,NA,12.966,"2022","ACHAMPONG ONDINE"
"205","w","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","BB",NA,5.7,8,NA,13.7,"2022","ACHAMPONG ONDINE"
"206","w","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",16,5.3,8.033,NA,13.333,"2022","ACHAMPONG ONDINE"
"207","w","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",51,5.8,7.033,NA,12.833,"2022","ACHAMPONG ONDINE"
"208","w","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","VT",NA,5,9.366,NA,14.366,"2022","ACHAMPONG ONDINE"
"209","w","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",3,5,9.466,NA,14.466,"2022","ACHAMPONG ONDINE"
"210","w","GBR",2022-03-27,"2022 British Gymnastics Championships","final","Liverpool, England","BB",4,5.1,7.7,0,12.8,"2022","ACHAMPONG ONDINE"
"211","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","BB",1,5.9,7.75,0,13.65,"2022","ACHAMPONG ONDINE"
"212","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",12,5.2,7.6,0.3,12.5,"2022","ACHAMPONG ONDINE"
"213","w","GBR",2022-03-27,"2022 British Gymnastics Championships","final","Liverpool, England","UB",5,5.6,7.3,0,12.9,"2022","ACHAMPONG ONDINE"
"214","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","UB",7,5.6,7.5,0,13.1,"2022","ACHAMPONG ONDINE"
"215","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","VT1",1,5,9.25,0,14.25,"2022","ACHAMPONG ONDINE"
"216","w","GBR",2022-08-14,"2022 Senior European Championships","final","Munich, Germany","BB",2,5.5,7.9,NA,13.4,"2022","ACHAMPONG ONDINE"
"217","w","GBR",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","BB",7,5.5,7.766,NA,13.266,"2022","ACHAMPONG ONDINE"
"218","w","GBR",2022-08-14,"2022 Senior European Championships","TeamFinal","Munich, Germany","BB",4,5.7,8,NA,13.7,"2022","ACHAMPONG ONDINE"
"219","w","GBR",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","FX",25,5.3,7.566,0.2,12.666,"2022","ACHAMPONG ONDINE"
"220","w","GBR",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","UB",43,5.8,6.433,NA,12.233,"2022","ACHAMPONG ONDINE"
"221","w","GBR",2022-08-14,"2022 Senior European Championships","TeamFinal","Munich, Germany","UB",24,5.6,6.833,NA,12.433,"2022","ACHAMPONG ONDINE"
"222","w","GBR",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","VT1",4,5,8.933,NA,13.933,"2022","ACHAMPONG ONDINE"
"223","w","GBR",2022-08-14,"2022 Senior European Championships","TeamFinal","Munich, Germany","VT1",7,5,8.9,NA,13.9,"2022","ACHAMPONG ONDINE"
"224","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","BB",5,5.9,7.7,NA,13.6,"2023","ACHAMPONG ONDINE"
"225","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",16,5.6,7.833,NA,13.433,"2023","ACHAMPONG ONDINE"
"226","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","BB",NA,6.2,7.733,NA,13.933,"2023","ACHAMPONG ONDINE"
"227","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","FX",17,5.3,7.4,NA,12.7,"2023","ACHAMPONG ONDINE"
"228","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",33,5.3,7.566,NA,12.866,"2023","ACHAMPONG ONDINE"
"229","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","UB",20,4.9,7.633,NA,12.533,"2023","ACHAMPONG ONDINE"
"230","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",56,4.9,7.833,NA,12.733,"2023","ACHAMPONG ONDINE"
"231","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","VT",4,5,9.133,NA,14.133,"2023","ACHAMPONG ONDINE"
"232","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","VT",NA,5,9.166,NA,14.166,"2023","ACHAMPONG ONDINE"
"233","w","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",9,5,9.3,NA,14.3,"2023","ACHAMPONG ONDINE"
"234","w","GBR",2023-03-26,"2023 British Gymnastics Championships","final","Liverpool, England","BB",1,5.7,8.1,0,13.8,"2023","ACHAMPONG ONDINE"
"235","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","BB",2,5.5,8.3,0,13.8,"2023","ACHAMPONG ONDINE"
"236","w","GBR",2023-03-26,"2023 British Gymnastics Championships","final","Liverpool, England","FX",8,5.2,6.75,0,11.95,"2023","ACHAMPONG ONDINE"
"237","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",4,5.3,7.9,0,13.2,"2023","ACHAMPONG ONDINE"
"238","w","GBR",2023-03-26,"2023 British Gymnastics Championships","final","Liverpool, England","UB",5,5.8,8.3,0,14.1,"2023","ACHAMPONG ONDINE"
"239","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","UB",2,5.7,8,0,13.7,"2023","ACHAMPONG ONDINE"
"240","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","VT1",16,5,NA,0,14.3,"2023","ACHAMPONG ONDINE"
"241","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","VT2",16,NA,NA,NA,NA,"2023","ACHAMPONG ONDINE"
"242","w","GBR",2023-04-16,"2023 Senior European Championships","final","Antalya, Turkey","BB",4,5.9,7.633,NA,13.533,"2023","ACHAMPONG ONDINE"
"243","w","GBR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","BB",4,5.7,7.666,NA,13.366,"2023","ACHAMPONG ONDINE"
"244","w","GBR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",8,5.3,7.866,NA,13.166,"2023","ACHAMPONG ONDINE"
"245","w","GBR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",6,5,8.966,NA,13.966,"2023","ACHAMPONG ONDINE"
"246","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","BB",4,5.7,6.8,NA,12.5,"2022","ACHAMPONG ONDINE"
"247","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",4,5.7,7.6,NA,13.3,"2022","ACHAMPONG ONDINE"
"248","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","FX",1,5.3,8.05,NA,13.35,"2022","ACHAMPONG ONDINE"
"249","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","FX",2,5.3,7.733,NA,13.033,"2022","ACHAMPONG ONDINE"
"250","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",11,5.3,7.25,NA,12.55,"2022","ACHAMPONG ONDINE"
"251","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","UB",3,6,7.25,NA,13.25,"2022","ACHAMPONG ONDINE"
"252","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","UB",4,6,7.433,NA,13.433,"2022","ACHAMPONG ONDINE"
"253","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",2,6.1,7.65,NA,13.75,"2022","ACHAMPONG ONDINE"
"254","w","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","VT",1,5,8.9,NA,13.9,"2022","ACHAMPONG ONDINE"
"255","m","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","AAqual","Birmingham, England","VT1",NA,5,9.15,NA,14.15,"2022","ACHAMPONG ONDINE"
"256","w","CHI",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","BB",NA,3.6,7.433,NA,10.933,"2023","ACHONDO ALEJANDRA"
"257","w","CHI",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","FX",NA,4.2,8.1,NA,12.3,"2023","ACHONDO ALEJANDRA"
"258","w","CHI",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","UB",NA,4.1,6.933,NA,10.733,"2023","ACHONDO ALEJANDRA"
"259","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","FX",14,4.3,8.2,NA,12.5,"2023","ACUNA FRANCISCO"
"260","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",19,4.3,8,NA,12.3,"2023","ACUNA FRANCISCO"
"261","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","HB",10,4.2,7.95,NA,12.15,"2023","ACUNA FRANCISCO"
"262","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","final","San Salvador, El Salvador","HB",7,4.2,7.65,NA,11.85,"2023","ACUNA FRANCISCO"
"263","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","HB",8,4.2,8,NA,12.2,"2023","ACUNA FRANCISCO"
"264","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","PB",9,4.5,8.4,NA,12.9,"2023","ACUNA FRANCISCO"
"265","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","PB",10,4.5,8.5,NA,13,"2023","ACUNA FRANCISCO"
"266","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","PH",9,4.1,7.7,NA,11.8,"2023","ACUNA FRANCISCO"
"267","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","PH",14,4.1,7.6,NA,11.7,"2023","ACUNA FRANCISCO"
"268","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","SR",10,4,7.8,NA,11.8,"2023","ACUNA FRANCISCO"
"269","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","SR",20,4,7.7,NA,11.7,"2023","ACUNA FRANCISCO"
"270","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","VT1",14,4,9,NA,13,"2023","ACUNA FRANCISCO"
"271","m","CRC",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT1",22,4,8.9,NA,12.9,"2023","ACUNA FRANCISCO"
"272","w","ISL",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",69,4.7,7,0.1,11.6,"2022","ADALSTEINSDOTTIR THELMA"
"273","w","ISL",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",127,3.7,7.733,NA,11.433,"2022","ADALSTEINSDOTTIR THELMA"
"274","w","ISL",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",108,4.2,6.833,NA,11.033,"2022","ADALSTEINSDOTTIR THELMA"
"275","w","ISL",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",126,3.8,8.266,NA,12.066,"2022","ADALSTEINSDOTTIR THELMA"
"276","w","ISL",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","BB",35,4.7,7.533,NA,12.233,"2022","ADALSTEINSDOTTIR THELMA"
"277","w","ISL",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","FX",91,3.6,7.533,NA,11.133,"2022","ADALSTEINSDOTTIR THELMA"
"278","w","ISL",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","UB",57,4.1,7.633,NA,11.733,"2022","ADALSTEINSDOTTIR THELMA"
"279","w","ISL",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","VT1",69,3.8,8.533,NA,12.333,"2022","ADALSTEINSDOTTIR THELMA"
"280","w","ISL",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",69,4.8,7.333,NA,12.133,"2023","ADALSTEINSDOTTIR THELMA"
"281","w","ISL",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",62,4.8,7.7,NA,12.5,"2023","ADALSTEINSDOTTIR THELMA"
"282","w","ISL",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",79,4.3,7.866,NA,12.166,"2023","ADALSTEINSDOTTIR THELMA"
"283","w","ISL",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",135,4.2,8.4,0.3,12.3,"2023","ADALSTEINSDOTTIR THELMA"
"284","w","ISL",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","BB",57,4.8,6.466,0.1,11.166,"2023","ADALSTEINSDOTTIR THELMA"
"285","w","ISL",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",78,4.5,7.066,NA,11.566,"2023","ADALSTEINSDOTTIR THELMA"
"286","w","ISL",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","UB",54,4.3,7.933,NA,12.233,"2023","ADALSTEINSDOTTIR THELMA"
"287","w","ISL",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",82,3.8,8.5,NA,12.3,"2023","ADALSTEINSDOTTIR THELMA"
"288","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","BB",54,4.3,5.4,0,9.7,"2022","ADAMSON JESS"
"289","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",52,4,6.45,0,10.45,"2022","ADAMSON JESS"
"290","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","UB",24,3.7,7.6,0,11.3,"2022","ADAMSON JESS"
"291","w","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","VT1",44,3.6,8.4,0,12,"2022","ADAMSON JESS"
"292","m","CAY",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",34,4,6.6,NA,10.6,"2022","ADAPA KARTHIK"
"293","m","CAY",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","PB",35,3.5,7.65,NA,11.15,"2022","ADAPA KARTHIK"
"294","m","CAY",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","PH",36,3,6.1,NA,9.1,"2022","ADAPA KARTHIK"
"295","m","CAY",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","SR",33,3.2,7.1,0.3,10,"2022","ADAPA KARTHIK"
"296","m","CAY",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","AAqual","Birmingham, England","VT1",NA,2.8,8.8,NA,11.6,"2022","ADAPA KARTHIK"
"297","m","CAY",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","hb",34,2.8,7.35,NA,10.15,"2022","ADAPA KARTHIK"
"298","m","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",65,5.1,8,NA,13.1,"2022","AFIFY MOHAMED"
"299","m","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",77,4.6,8.033,NA,12.633,"2022","AFIFY MOHAMED"
"300","m","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",39,5.8,8.066,NA,13.866,"2022","AFIFY MOHAMED"
"301","m","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",30,5.3,8,NA,13.3,"2022","AFIFY MOHAMED"
"302","m","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",62,4.9,8.066,NA,12.966,"2022","AFIFY MOHAMED"
"303","m","EGY",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",79,4.8,8.966,0.1,13.666,"2022","AFIFY MOHAMED"
